## 漏洞跟踪记录
log/截图	优先级	反馈时间	当前状态	提报人	父记录	类型	跟进人	问题描述	备注说明	问题复核
image.png, image.png	P1	1770480000000	验收通过	dylon	浏览/收藏/解锁记录	BUG	ham	收藏记录：1、tab名“我收藏”改为“我收藏的”；2、嘉宾资料显示不全，需对照prd优化；3、收藏时间需补充后缀“我收藏的”；4、跳转至嘉宾详情页的热区点击，需同首页一样进行优化		
image.png, image.png	P0	1770480000000	验收通过	dylon		BUG	ham	会员阻断：
1、标题文案“开通会员解锁联系方式”错误，需根据黄金会员、至尊会员tab的切换而变化，对应标题为“开通黄金会员即可查看 / 开通至尊会员即可查看”  ；
2、弹幕交互不对，详见截图需求文档；
3、权益轮播图未更新，需对照视觉稿进行修改		
image.png	P1	1770480000000	验收通过	dylon		BUG	ham	会员阻断：点击底部“购买说明”，未出现弹框提示，需对照视觉稿、prd补充		
image.png	P0	1770480000000	验收通过	dylon		BUG	ham	会员阻断：在黄金会员tab下，缺少了“至尊会员价格档”，详见截图视觉稿		
	P0	1770480000000	验收通过	dylon		BUG	ham	会员阻断：点击“马上开通”，直接拉起微信支付即可，现在错误跳转至会员开通权益页了		
image.png	P1	1770480000000	验收通过	dylon		BUG	ham	会员阻断：对照截图视觉稿，目前缺少“xx会员尊享xx打特权”标题，以及 “查看更多权益”入口，对应需求参考prd		
image.png	P0	1770480000000	验收通过	dylon		BUG	ham	会员阻断：无论黄金还是至尊会员，排版样式、元素需要对照视觉稿进行优化		
	P1	1770480000000	验收通过	dylon		BUG	ham	会员阻断：无论会员阻断弹框，还是会员开通页面，涉及至尊会员特权功能的一律默认选中“至尊会员”tab，未涉及（黄金会员也支持的）的一律默认选中“黄金会员”tab		
image.png, image.png, image.png	P1	1770480000000	新增	dylon		新需求	杨璐琳, ham	浏览/收藏/解锁记录：页面底部，当记录人数≥ 1 时，底部才出现会员开通提醒；若人数=0，则不展示开通提醒，但需增加缺省提示，详见右侧原型截图		
image.png, image.png	P2	1770480000000	新增	dylon	精准查找	BUG	ham	精准查找：其出生年份选择器的交互逻辑、视觉展示，未与prd、视觉稿一致，需对照优化，详见prd【资料编辑--择偶标准--年份要求】		
image.png, image.png	P2	1770480000000	新增	dylon	精准查找	BUG	ham	精准查找：其身高选择器的交互逻辑、视觉展示，未与prd、视觉稿一致，需对照优化，详见prd【资料编辑--择偶标准--年份要求】		
image.png	P2	1770480000000	验收通过	dylon	精准查找	BUG	ham	精准查找：地区要求显示择偶标准中的所有城市，默认选中现居地城市，最多只能选择 1 个城市，没有“不限”和“不填写”选项		@刘瀚卿@ham 复核：目前还在存在“不限”选项，正确应没有
image.png, image.png	P0	1770480000000	验收通过	dylon	精准查找	BUG	ham	精准查找：婚姻要求、房产要求、购车要求筛选项，正确只支持单选，目前错误为多选，且对应选项需要对照prd修改，详见截图文档		
image.png	P0	1770480000000	验收通过	dylon	精准查找	BUG	ham	精准查找：点击搜索，查找结果报错提示“加载失败”		@ham复核未修复
image.png	P0	1770480000000	验收通过	dylon	精准查找	BUG	刘瀚卿	精准查找：筛选条件放宽后，还是搜不到人，此处应有机器人补齐才对	@刘瀚卿  还是搜不到，且进入结果页后提示“加载失败”	@刘瀚卿复核未修复
image.png, image.png	P0	1770480000000	验收通过	dylon	超级曝光	BUG	ham, 杨璐琳	超级曝光：单次购买完曝光后，应有对应弹框提示，详见prd		
image.png	P0	1770480000000	验收通过	dylon	超级曝光	BUG	杨璐琳	超级曝光：这里是不是少了单次开通超级曝光的弹框视觉？		
image.png	P0	1770480000000	验收通过	dylon	超级曝光	BUG	ham	超级曝光：1、宣发页需更换为最新的，详见视觉稿；2、最新视觉稿中，点击“查看全部特权介绍 >”按钮，跳转至至尊会员开通页		
	P0	1770480000000	验收通过	dylon		BUG	ham	超级曝光：点击底部“至尊会员可免费曝光”按钮进入会员开通页后，正确应默认选中“至尊会员”，目前错误选中“黄金会员”		
image.png	P0	1770480000000	新增	dylon	超级曝光	BUG	ham	超级曝光：首页未实现超级曝光专区推荐，详见prd		
image.png	P0	1770480000000	验收通过	dylon		BUG	刘瀚卿	超级曝光：真人不足时，应有机器人填充，详见表格prd 推荐算法文档 1.0		
image.png	P0	1770480000000	验收通过	dylon	超级曝光	BUG	ham	超级曝光：我单次购买的超级曝光，正确应可以开启开关，但目前开启后会弹框提示开通会员		
image.png	P0	1770480000000	验收通过	dylon	历史推荐	BUG	ham	历史推荐：非至尊会员身份，点击“日期筛选”时，正确应弹出会员充值阻断弹框		@ham点击“日期筛选”时，目前无反应
@ham@刘瀚卿 二核：同上
image.png, image.png, image.png, image.png, image.png	P0	1770480000000	验收通过	dylon	历史推荐	BUG	ham	历史推荐：将原有“区间日期筛选”弹框，改为“滚筒下拉框形式”，且只做单日日期筛选，日期默认选中前 31天；同时，对应弹框交互以及规则需要按红框需求实现		
image.png	P2	1770480000000	验收通过	dylon		BUG	ham, 刘瀚卿	实名认证：单次认真支付，支付时报错提示“支付失败”	@ham这里的状态判断有问题，我已经通过公安部身份验证，无法进入第二步手机号验证	
image.png		1770480000000	验收通过	dylon	精准查找	BUG	ham, 刘瀚卿	安卓手机：点击时不应附带蓝色边框		
image.png	P2	1770480000000	新增	dylon	年份筛选：筛选选择框的交互&展示逻辑不对，需对照prd优化 神仙亲家--用户资料/打招呼/任务体系	BUG	ham	选项框的上下选项有遮挡，看着体验不好		
image.png	P1	1770480000000	待发版验证	dylon	年份筛选：筛选选择框的交互&展示逻辑不对，需对照prd优化 神仙亲家--用户资料/打招呼/任务体系	BUG	ham	截止年份栏，高亮选中的年份项无法与起始年份联动变化		
image.png	P1	1770480000000	待发版验证	dylon	年份筛选：筛选选择框的交互&展示逻辑不对，需对照prd优化 神仙亲家--用户资料/打招呼/任务体系	BUG	ham	截止年份栏，其与起始年份联动变化的选项，正确应该当起始选项选择的出生年份为“n年”时，截止选项始终依次显示“不限”、 “n年+3 年”，且高亮选中 “n年+3 年”年份（体验完美亲家秒懂）		
image.png	P0	1770393600000	验收通过	dylon		优化	刘瀚卿, ham	嘉宾详情页，现居地要精确到区县，机器人也是如此，必填项	数据已经提供，等待前端接入，无需后端介入	
image.png	P1	1770393600000	验收通过	dylon		优化	ham	区别于完美亲家，神仙亲家无“户籍”填写项，故嘉宾详情页无此项外显		
image.png	P2	1770393600000	新增	dylon		建议	ham, 杨璐琳	当家长未上传孩子照片时，可以如右侧竞品所示给一个缺省提示“对方希望先电话沟通，合适后再换照片”	UI设计稿已上传蓝湖了@Leo@ham	
image.png	P2	1770393600000	验收通过	dylon		优化	ham	截图标题，改为“是否购房、是否购车”		
image.png	P0	1770393600000	验收通过	dylon		BUG	刘瀚卿	嘉宾卡片外显的相亲说明内容显示错误，与详情页内容不一致	match_desc返回的内容不匹配	
image.png	P0	1770393600000	验收通过	dylon	嘉宾资料详情页	BUG	刘瀚卿	嘉宾详情页，未正常显示家长头像、姓氏称呼、亲属关系字段	parent没有展示对应的数据 fetch("http://14.103.101.225:8880/api/v1/profile/child/1780", {
  "headers": {
    "accept": "*/*",
    "accept-language": "zh-CN,zh;q=0.9",
    "authorization": "Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyMTIsImZhbWlseV9pZCI6MjA2LCJ0b2tlbl90eXBlIjoiYWNjZXNzIiwiaXNzIjoiZ29kcWluamlhIiwiZXhwIjoxNzcxMDkwOTU4LCJuYmYiOjE3NzA0ODYxNTgsImlhdCI6MTc3MDQ4NjE1OCwianRpIjoiMDdkMmE1YjAtZWM5YS00ZDk2LWE5OTAtNDMzMmY1MjJjOGU2In0.Nb-8cnl3AkrrFKr4yHU7rvy3GEI64saIUTw0mvK3F3M",
    "content-type": "application/json",
    "proxy-connection": "keep-alive"
  },
  "referrer": "https://servicewechat.com/wx0e60fae70b237680/devtools/page-frame.html",
  "referrerPolicy": "strict-origin-when-cross-origin",
  "body": null,
  "method": "GET",
  "mode": "cors"
});	
image.png	P0	1770393600000	验收通过	dylon	嘉宾资料详情页	BUG	ham	嘉宾详情页，目前交换照片功能未实现	前端查看查看接入指南	
image.png	P2	1770393600000	验收通过	dylon	嘉宾资料详情页	BUG	ham	嘉宾详情页，目前举报功能未实现		
image.png	P0	1770393600000	验收通过	dylon		优化	ham	嘉宾详情页，交换照片模块顺序正确应在更多信息之上		
image.png, image.png	P0	1770393600000	验收通过	dylon	嘉宾资料详情页	BUG	ham, 刘瀚卿	屏蔽嘉宾后，若回到嘉宾列表页还有此人，则再次点其卡片进入详情页，或点击“联系对方”按钮，则统一显示已屏蔽状态页即可，目前情况是前者进去会提示加载失败且白屏，后者进入私聊页提示加载失败	后端接口支持，前端优化展示，无需后端接入	
image.png	P1	1770393600000	验收通过	dylon	嘉宾资料详情页	BUG	ham	屏蔽嘉宾后，进入该嘉宾已屏蔽状态页，默认进入后的提示内容显示不全，需手动上滑查看		
image.png	P1	1770393600000	验收通过	dylon		BUG	ham	聊天室页，点击顶部家长红框区域，统一跳对方个人资料详情页		
image.png	P0	1770393600000	验收通过	dylon		BUG	ham	首页点击“收藏”入口，正确是无论是否会员，都可以进入该页，目前错误提示了会员开通阻断弹框		
image.png, image.png	P1	1770393600000	新增	dylon		优化	ham, 杨璐琳	注册登录时，游客状态点击小程序内特定入口，优先弹框提示“您还未登记孩子的相亲资料”，详见需求文档--【注册登录】；视觉需加弹框样式		
image.png	P1	1770393600000	验收通过	dylon		优化	ham	聊天室私聊页，点击红框区域孩子资料，统一跳对方个人资料详情页，且模块视觉UI显示有误		
image.png, image.png	P1	1770393600000	新增	dylon		新需求	ham, 杨璐琳	为确保孩子资料能在微信生态里广泛传播，转发资料的小程序链接需个性化设计，需补充视觉以及对应开发字段，详见截图		
image.png	P1	1770393600000	验收通过	dylon	微信号相关	优化	杨璐琳	检查时发现这里文案错误，红框文案需改为“填入自己手机号（xxxxx）”		
image.png	P0	1770393600000	验收通过	dylon	微信号相关	优化	ham	微信号发起交换后，其页面未自动定位到最新消息		
image.png, image.png	P2	1770393600000	验收通过	dylon	微信号相关	优化	ham	微信号发起交换后，私信顶部缺少提示语“家长您好，方便交换一下微信号吗？”		
image.png	P2	1770393600000	验收通过	dylon	发送照片	优化	ham	缺少“点击更换”标题文案		
image.png, image.png	P1	1770393600000	修复中	dylon		BUG	ham, 刘瀚卿	上传孩子照片时，缺少做人脸验证，需求详见截图 2	@ham
前端接入按这 3 步：
先拿上传预签名 URL
POST /object/upload（需 Bearer）
代码：object.go (line 33)
body 示例：
{ "module": "child_photo", "file_number": 1 }
前端直传图片到预签名 URL（PUT）
回调业务接口保存照片
POST /api/v1/profile/child/{child_id}/photo
body 示例：
{ "url": "child_photo/xxx.jpg", "is_primary": false }
（也可传可访问的 https URL）
联调时前端重点处理这些错误码：
110607：未检测到人脸
110608：检测到多人脸
110602：上传/检测服务异常（稍后重试）
110603：最多 6 张	
image.png	P2	1770393600000	新增	dylon		优化	ham	同资料详情页的拨打电话，为提升用户对平台的信任感，若用户未绑定手机号，则“拨打电话”按钮隐藏，目前错误提示开发中		
image.png, image.png, image.png	P2	1770393600000	验收通过	dylon	发送表情	优化	ham	1、对照视觉稿，缺少表情包
2、表情弹框弹起后，点击弹框以外区域无法收起隐藏		
img_v3_02um_1ad32218-5d86-452a-94a6-fdc9c3474fdg.jpg, img_v3_02um_26995d6e-8c6c-442d-8f82-8fe3e0ed03fg.jpg	P0	1770393600000	新增	dylon		新需求	ham, 杨璐琳	为了提升会员用户对权益价值的感知度，以及提升非会员对免费解锁次数的价值感，所有新会话都要有解锁弹框的过渡交互，详见需求文档（不同条件下在资料详情页点击交换照片、打招呼、拨打电话，以及在私信页点击已锁定状态按钮、交换微信、拨打电话、发送照片）		
c481d641659d11c19dca1dc4ed416d47.jpg, image.png	P0	1770393600000	新增	dylon		新需求	杨璐琳	会员身份时，需要增加交换照片的过渡弹框视觉，视觉可参考完美亲家截图 1		
	P0	1770393600000	新增	dylon		BUG	ham	目前在不同页面的不同按钮解锁会话时，其实现的交互有些混乱，需要统一梳理，详见下方【新需求--3】		
	P2	1770220800000	验收通过	刘瀚卿		优化	ham	每个页面的下拉刷新，没啥意义，且不会自动回弹		
	P0	1770220800000	验收通过	刘瀚卿		BUG	ham	点击消息列表进入会话，退出时会显示“录音失败”		
	P1	1770220800000	验收通过	刘瀚卿		BUG	ham	看过我进入查看完后退出，右上角的 badge 标签仍然存在	服务端已支持列表级清理，前端需要优化下展示流程
@ham 消息 Tabbar 中的仍然存在这个问题，这个是否是服务端接口响应问题？还是应该要和首页做同样处理
因为我还没发@刘瀚卿
搜噶 @ham 但是首页的好了诶
因为首页发了@刘瀚卿
逆天了 @ham	
	P0	1770220800000	验收通过	刘瀚卿		BUG	刘瀚卿, ham	 地区城市下拉框选择项不全	@刘瀚卿 这是哪里的城市下拉框，注意验收	
	P0	1770220800000	验收通过	刘瀚卿		BUG	ham	预览资料中的部分信息呈现未填写，但是在编辑资料一栏中没有填写的地方	@刘瀚卿具体是哪部分信息
@ham 好像已修复	
	P0	1770220800000	验收通过	刘瀚卿		BUG	ham	非常奇怪的一点，在体验版程序中，微信一点登录会一直报错登录失败，无论怎么重试，并且服务端收不到日志，但是打开开发调试，重新进入后，就可以登录成功，不知道这是什么原因，是不是开启调试模式后才是测试环境地址？	是的，只有打开开发调试才能够使用IP进行访问	
img_v3_02uq_e7caf351-05ca-4a83-83fb-0b3e856b8f3g.jpg	P2	1770220800000	验收通过	刘瀚卿		BUG	ham	消息聊天进入会话会从头开始，而不是定位到最近一次会话（最下方）	@刘瀚卿 没看懂问题，注意验收哈
@ham消息列表进去是不是定位最新的一条消息较好？参考微信，现在是定位第一次发消息的位置，查看最新消息要向下滑动很多	不是定位到最新消息吗？@Leo@刘瀚卿
@ham我现在的版本是定位到最早的消息诶
@ham好像又好了
image.png	P0	1770048000000	验收通过	dylon		优化	ham	点击嘉宾卡片的 “联系对方” 按钮以外区域，需统一跳转至个人资料页，目前只实现点击“详细资料/照片”按钮跳转		
image.png, image.png	P0	1770048000000	验收通过	dylon		优化	ham, 刘瀚卿	嘉宾详情页，在冷启动满是机器人无电话号码情况下，机器人资料主页底部的“拨打电话”按钮，以及点击按钮后的弹框提示内容，都会降低用户对平台的信任感，建议没有获得用户手机号时，底部“拨打电话”按钮直接隐藏，“收藏”按钮自适应居中展示	前端直接修改即可，无需后端介入	
		1770048000000	新增	dylon		建议	ham			
5c96623683848bf8c30e0ad329c96957.jpg, d4f5e3e7f52387ae3956e1e6c8cfb376.jpg, 22fedbe2d7004d9cabc84fbc29db857f.jpg, image.png	P1		新增	dylon		优化	杨璐琳, ham	精准查找：
1、点击“立即搜索”，搜索加载时需增加 loading 动画（微信自带的即可），加载动画下方提示“正在扫描资源库中”，可参考完美亲家 ；
2、当搜索结果为 0 时，不跳转到结果页，直接在当前页toast提示 “请扩大搜索条件后再试” 
3、搜索机会用完或修改条件再进行搜索时，弹框提示“条件修改成功，下次搜索生效”，且保存本次筛选条件，点击“好的”按钮，弹框消失，并自动跳转至上次筛选结果页		
image.png	P2		新增	dylon		优化	ham	精准查找：点击“查看至尊会员其他特权”，跳转至至尊会员开通页后，正确应选中“至尊会员tab”，目前错误选中了“黄金会员tab”		
image.png, image.png	P0		验收通过	dylon		优化	ham	超级曝光：金刚区这里未考虑到单次购买超级曝光以及剩余时长情况，所以这里的点击判断条件需做优化，详见截图文档		
image.png	P1		验收通过	dylon	收藏记录：1、tab名“我收藏”改为“我收藏的”；2、嘉宾资料显示不全，需对照prd优化；3、收藏时间需补充后缀“我收藏的”；4、跳转至嘉宾详情页的热区点击，需同首页一样进行优化	BUG	ham	3、收藏时间需补充后缀“我收藏的”，问题详见截图，正确的详见视觉稿		
image.png	P0		验收通过	dylon	收藏记录：1、tab名“我收藏”改为“我收藏的”；2、嘉宾资料显示不全，需对照prd优化；3、收藏时间需补充后缀“我收藏的”；4、跳转至嘉宾详情页的热区点击，需同首页一样进行优化	BUG	ham	4、跳转至嘉宾详情页的热区点击，需同首页一样进行优化		@ham 二核：未实现首页嘉宾卡片相同点击效果
image.png, image.png	P0		验收未通过	dylon	非会员身份，点击首页推荐嘉宾卡片的“联系对方” 按钮，不应该享有会员权益，应根据需求进行相应的阻断	BUG	ham	正确阻断方式，正确应该如父问题的prd截图出阻断解锁弹框，而现在错误出了阻断开通弹框	@ham 之前父问题prd表达有误，辛苦以当前子问题prd截图红框需求为准	
										
			待验收	dylon	嘉宾详情页：机器人家长或本人姓氏，缺少后缀（本人或家长	BUG	刘瀚卿	机器人后缀亲属关系字段，建议随机关系，否则清一色都是“母亲”	@刘瀚卿 看看这个问题	
										
										
										
image.png	P1		验收通过	dylon	3、收藏时间需补充后缀“我收藏的”，问题详见截图，正确的详见视觉稿	BUG	ham	后缀“我收藏的”，和“···”更多图标正确应显示在卡片内，对照UI修改		
	P0		验收通过	dylon	4、跳转至嘉宾详情页的热区点击，需同首页一样进行优化	BUG	ham	点击“联系对方”按钮错误弹出了开通阻断弹框，正确应同首页嘉宾列表逻辑		
	P2		新增	dylon	超级曝光：金刚区这里未考虑到单次购买超级曝光以及剩余时长情况，所以这里的点击判断条件需做优化，详见截图文档	优化	dylon	超级曝光：推荐人数“xxx”，取用户累计推荐总人数，初期人数少需考虑为 0 的负面影响		
image.png	P2		验收通过	dylon	超级曝光：金刚区这里未考虑到单次购买超级曝光以及剩余时长情况，所以这里的点击判断条件需做优化，详见截图文档	优化	ham	超级曝光：入口内容提示错误，应改为：开启优先推荐获10 倍曝光		
image.png	P0		新增	dylon	超级曝光：金刚区这里未考虑到单次购买超级曝光以及剩余时长情况，所以这里的点击判断条件需做优化，详见截图文档	优化	ham	超级曝光：我不满足截图prd任一项条件，但我错误进入了超级曝光的嘉宾介绍页，正确应进入特权介绍页		
										
										
										
										
										
	P0		新增	dylon	首页嘉宾列表	BUG	ham	会员身份：点击首页的“联系对方”按钮，目前错误解锁并直接跳转至私信会话页了，正确应弹框提示“您是会员，可免费解锁和对方的聊天”；点击“立即解锁”弹框按钮，toast提示“成功解锁联系方式”，同时立即跳转至私信会话页且底部弹出“xx家长联系方式/xxxxxxxxxxx”；	@刘瀚卿@ham会员身份：黄金与至尊会员用户，也要有阻断（即非会员需解锁并阻断的场景），会员都要先阻断后解锁才能获得解锁聊天，此举是为了透传会员权益价值。	
image.png, image.png	P0		新增	dylon	首页嘉宾列表	BUG	ham	嘉宾数量：目前每日推荐给至尊会员嘉宾数是 20 位（手机号 15717136585），正确应该为 26 位，其他会员类型对照截图prd自查		
	P0		新增	dylon	首页嘉宾列表	BUG	dylon	卡片样式：无照片样式的资料展示，测试点备忘录		
	P0		新增	dylon	首页嘉宾列表	BUG	dylon	会员标签：显示与否，测试点备忘录		
	P0		新增	dylon	首页嘉宾列表	BUG	ham	联系对方：目前当用户拥有解锁次数时，点击“联系对方”直接进入私信页且解锁了，正确应该弹框提示“您有xx次免费解锁机会，可免费解锁和对方的聊天”；点击“立即解锁”弹框按钮，后续交互同会员条件解锁		
image.png, image.png, image.png	P2		新增	dylon	私信会话页	BUG	ham	被屏蔽用户私信：
1、现状：目前点击进入被屏蔽用户私信页，消息栏会提示“已屏蔽，取消屏蔽后可进入聊天”，且会弹框提示如图 3 ，点击弹框按钮跳转至屏蔽列表，此需求点之前未明确。
2、期望优化：如图 1、图 2 所示，当对方被屏蔽时，底部提示“您已屏蔽对方，无法发送消息”（可复用锁定状态的UI），点击“取消屏蔽”按钮，弹框提示如图 2，成功取消屏蔽后，底部锁定栏立即恢复正常		
						UI页面还原度		精准搜索		
					私信会话页	BUG				
image.png						BUG		编辑资料		
						BUG		我的首页		
	P0		验收通过	dylon	我的首页	BUG	ham, 刘瀚卿	实名认证：实名认证成功回到上一页后，正确应显示已认证状态身份信息，现况为可以再次填写认证		
						BUG		设置页		
	P2		新增	dylon	我的首页	BUG	ham, 刘瀚卿	家庭副号：目前该能力未实现，此优先级最低，可放置 2 期		
						BUG		红豆任务
